Team,Year,player_BPM_mean,player_BPM_max,player_BPM_std,player_BPM_count,player_ORtg_mean,player_ORtg_max,player_ORtg_min,player_PRPG!_mean,player_PRPG!_max,player_PRPG!_sum,player_Usg_mean,player_Usg_max,player_Usg_sum,player_eFG_mean,player_eFG_max,player_TS_mean,player_TS_max,player_Min%_sum,player_Min%_max,player_Ast_mean,player_Ast_max,player_TO_mean,player_Blk_mean,player_Blk_max,player_Stl_mean,player_Stl_max,player_Class Year_<lambda>
Akron,2020,8.0,8.0,,1,123.7,123.7,123.7,6.0,6.0,6.0,26.8,26.8,26.8,58.7,58.7,63.8,63.8,86.3,86.3,29.2,29.2,14.5,0.1,0.1,1.5,1.5,0
Akron,2021,4.5,4.5,,1,109.5,109.5,109.5,5.1,5.1,5.1,33.3,33.3,33.3,46.7,46.7,52.9,52.9,88.1,88.1,35.5,35.5,15.4,0.1,0.1,1.6,1.6,1
Akron,2023,8.0,8.0,,1,121.9,121.9,121.9,5.5,5.5,5.5,29.4,29.4,29.4,54.4,54.4,62.3,62.3,79.4,79.4,19.0,19.0,13.5,0.2,0.2,1.7,1.7,1
Akron,2024,7.9,7.9,,1,118.4,118.4,118.4,4.6,4.6,4.6,28.1,28.1,28.1,61.1,61.1,64.5,64.5,81.8,81.8,10.9,10.9,17.3,5.9,5.9,1.4,1.4,1
Alabama,2023,11.0,11.0,,1,117.0,117.0,117.0,4.9,4.9,4.9,25.0,25.0,25.0,53.3,53.3,58.3,58.3,80.0,80.0,12.7,12.7,14.7,2.4,2.4,1.5,1.5,0
Alabama,2024,10.3,10.3,,1,129.1,129.1,129.1,6.6,6.6,6.6,25.6,25.6,25.6,60.4,60.4,65.8,65.8,83.6,83.6,21.2,21.2,15.5,0.3,0.3,2.6,2.6,1
Arizona,2022,6.7,6.7,,1,116.9,116.9,116.9,4.6,4.6,4.6,23.5,23.5,23.5,53.7,53.7,57.7,57.7,80.6,80.6,13.8,13.8,12.9,0.8,0.8,1.6,1.6,0
Arizona,2023,8.8,8.8,,1,116.1,116.1,116.1,5.2,5.2,5.2,28.4,28.4,28.4,58.0,58.0,61.4,61.4,75.6,75.6,14.0,14.0,15.3,2.3,2.3,2.1,2.1,0
Arkansas,2020,8.4,8.4,,1,111.9,111.9,111.9,5.4,5.4,5.4,31.6,31.6,31.6,53.3,53.3,61.4,61.4,80.6,80.6,23.0,23.0,16.7,0.5,0.5,2.7,2.7,0
Auburn,2019,6.3,6.3,,1,116.7,116.7,116.7,5.1,5.1,5.1,25.1,25.1,25.1,50.1,50.1,56.0,56.0,82.3,82.3,32.6,32.6,16.9,0.2,0.2,2.0,2.0,0
Austin Peay,2019,6.6,6.6,,1,121.4,121.4,121.4,4.7,4.7,4.7,26.7,26.7,26.7,57.7,57.7,60.2,60.2,83.6,83.6,10.7,10.7,12.0,3.0,3.0,1.7,1.7,0
Austin Peay,2020,6.6,6.6,,1,116.1,116.1,116.1,4.8,4.8,4.8,26.8,26.8,26.8,58.2,58.2,59.3,59.3,91.9,91.9,9.2,9.2,14.2,3.9,3.9,2.1,2.1,0
Austin Peay,2021,5.2,5.2,,1,116.7,116.7,116.7,5.2,5.2,5.2,28.2,28.2,28.2,53.9,53.9,57.5,57.5,92.6,92.6,10.3,10.3,14.9,2.9,2.9,1.9,1.9,1
BYU,2020,8.4,8.4,,1,109.2,109.2,109.2,4.7,4.7,4.7,35.6,35.6,35.6,60.8,60.8,60.3,60.3,43.6,43.6,17.5,17.5,13.3,3.3,3.3,1.5,1.5,1
BYU,2021,9.3,9.3,,1,123.3,123.3,123.3,5.2,5.2,5.2,22.4,22.4,22.4,60.5,60.5,64.7,64.7,79.8,79.8,25.7,25.7,16.6,0.0,0.0,1.8,1.8,1
BYU,2022,7.0,7.0,,1,118.2,118.2,118.2,4.8,4.8,4.8,23.8,23.8,23.8,54.9,54.9,59.8,59.8,80.8,80.8,19.6,19.6,13.8,0.0,0.0,1.6,1.6,1
Baylor,2021,9.43,10.7,1.3,3,121.6,125.4,117.3,5.13,5.2,15.4,23.17,26.9,69.5,58.2,61.3,60.2,62.0,233.8,80.8,21.83,28.3,16.53,1.3,1.3,2.87,3.7,1
Baylor,2023,7.0,7.0,,1,120.4,120.4,120.4,5.4,5.4,5.4,22.8,22.8,22.8,52.8,52.8,56.2,56.2,78.9,78.9,27.9,27.9,13.0,0.2,0.2,2.1,2.1,1
Baylor,2024,8.7,8.7,,1,130.1,130.1,130.1,4.8,4.8,4.8,16.8,16.8,16.8,58.5,58.5,61.6,61.6,78.5,78.5,8.2,8.2,10.4,1.9,1.9,1.9,1.9,1
Belmont,2019,10.5,10.5,,1,126.6,126.6,126.6,5.3,5.3,5.3,24.7,24.7,24.7,64.9,64.9,68.0,68.0,83.7,83.7,13.4,13.4,13.6,1.7,1.7,2.4,2.4,1
Boise St,2024,8.5,8.5,,1,126.8,126.8,126.8,5.5,5.5,5.5,22.6,22.6,22.6,53.9,53.9,59.9,59.9,83.0,83.0,9.3,9.3,8.0,1.0,1.0,1.9,1.9,0
Boston College,2024,8.9,8.9,,1,114.7,114.7,114.7,4.5,4.5,4.5,27.0,27.0,27.0,57.0,57.0,60.5,60.5,77.1,77.1,18.7,18.7,16.9,6.0,6.0,1.6,1.6,1
Buffalo,2019,10.1,10.1,,1,127.6,127.6,127.6,5.3,5.3,5.3,22.7,22.7,22.7,57.0,57.0,61.4,61.4,78.1,78.1,15.0,15.0,9.7,0.9,0.9,1.9,1.9,1
Butler,2020,8.3,8.3,,1,129.9,129.9,129.9,4.8,4.8,4.8,15.4,15.4,15.4,60.4,60.4,63.9,63.9,82.0,82.0,6.2,6.2,8.4,1.5,1.5,1.3,1.3,1
Cal St Northridge,2020,1.8,1.8,,1,118.1,118.1,118.1,4.6,4.6,4.6,22.4,22.4,22.4,55.4,55.4,60.0,60.0,93.8,93.8,12.4,12.4,9.9,0.0,0.0,1.3,1.3,0
Campbell,2019,8.0,8.0,,1,115.6,115.6,115.6,6.5,6.5,6.5,37.4,37.4,37.4,53.6,53.6,59.9,59.9,93.9,93.9,19.4,19.4,10.8,1.0,1.0,2.5,2.5,1
Charleston,2019,5.7,5.7,,1,120.9,120.9,120.9,5.4,5.4,5.4,30.1,30.1,30.1,58.4,58.4,62.4,62.4,88.1,88.1,25.7,25.7,13.1,0.2,0.2,2.1,2.1,0
Charleston,2020,7.0,7.0,,1,112.1,112.1,112.1,5.3,5.3,5.3,33.9,33.9,33.9,54.8,54.8,60.5,60.5,84.0,84.0,30.5,30.5,16.6,1.0,1.0,2.9,2.9,1
Charlotte,2022,5.2,5.2,,1,113.7,113.7,113.7,4.9,4.9,4.9,28.1,28.1,28.1,53.0,53.0,58.5,58.5,89.6,89.6,23.3,23.3,12.7,1.4,1.4,1.8,1.8,0
Chattanooga,2022,8.3,8.3,,1,117.7,117.7,117.7,5.3,5.3,5.3,28.0,28.0,28.0,54.5,54.5,59.1,59.1,89.5,89.5,17.1,17.1,14.7,0.4,0.4,2.9,2.9,0
Chattanooga,2023,10.8,10.8,,1,120.9,120.9,120.9,5.6,5.6,5.6,30.5,30.5,30.5,61.5,61.5,66.0,66.0,56.1,56.1,26.0,26.0,17.8,7.7,7.7,1.8,1.8,1
Colorado,2021,9.2,9.2,,1,118.6,118.6,118.6,5.7,5.7,5.7,26.3,26.3,26.3,51.8,51.8,56.8,56.8,81.3,81.3,36.9,36.9,15.1,1.0,1.0,1.9,1.9,1
Colorado,2024,9.2,9.2,,1,122.6,122.6,122.6,6.0,6.0,6.0,26.4,26.4,26.4,55.2,55.2,60.6,60.6,86.8,86.8,27.1,27.1,13.9,0.2,0.2,2.7,2.7,0
Colorado St,2022,7.25,10.4,4.45,2,117.1,119.1,115.1,5.3,5.9,10.6,26.2,28.8,52.4,57.65,63.4,60.8,64.9,169.0,86.9,23.6,27.4,13.85,2.2,4.0,2.1,2.1,0
Colorado St,2023,4.4,4.4,,1,111.9,111.9,111.9,5.3,5.3,5.3,28.0,28.0,28.0,51.5,51.5,55.5,55.5,71.8,71.8,38.1,38.1,13.2,0.9,0.9,1.2,1.2,1
Colorado St,2024,6.6,6.6,,1,114.9,114.9,114.9,4.7,4.7,4.7,26.0,26.0,26.0,53.8,53.8,57.5,57.5,87.5,87.5,38.8,38.8,15.6,0.5,0.5,2.1,2.1,1
Connecticut,2022,5.4,5.4,,1,115.5,115.5,115.5,4.8,4.8,4.8,24.3,24.3,24.3,48.4,48.4,53.6,53.6,82.2,82.2,24.9,24.9,14.1,0.2,0.2,1.9,1.9,1
Connecticut,2023,8.85,10.3,2.05,2,121.95,122.7,121.2,4.7,4.8,9.4,24.55,26.4,49.1,57.9,62.7,61.6,64.8,136.1,69.6,9.85,11.5,14.0,2.5,3.2,1.45,1.5,0
Connecticut,2024,9.77,11.2,1.36,3,129.1,137.1,119.9,5.17,5.8,15.5,20.57,26.1,61.7,56.7,60.6,60.8,64.0,241.6,83.0,19.37,31.2,12.2,1.5,2.8,2.03,2.7,2
Creighton,2020,6.5,7.1,0.85,2,113.4,114.8,112.0,4.6,4.6,9.2,22.8,23.7,45.6,55.55,58.1,59.3,60.1,174.5,87.4,19.8,27.3,14.4,0.55,0.8,2.05,2.2,0
Creighton,2021,7.3,7.3,,1,114.5,114.5,114.5,4.7,4.7,4.7,23.3,23.3,23.3,57.9,57.9,60.0,60.0,77.9,77.9,23.9,23.9,15.7,0.2,0.2,2.2,2.2,0
Creighton,2022,10.2,10.2,,1,128.8,128.8,128.8,5.0,5.0,5.0,20.0,20.0,20.0,65.1,65.1,67.4,67.4,70.6,70.6,6.7,6.7,13.8,8.5,8.5,0.9,0.9,0
Creighton,2023,10.0,10.0,,1,133.4,133.4,133.4,5.7,5.7,5.7,19.4,19.4,19.4,70.5,70.5,72.5,72.5,73.6,73.6,7.8,7.8,13.6,5.9,5.9,1.1,1.1,0
Creighton,2024,9.05,9.4,0.49,2,122.8,129.1,116.5,5.5,5.8,11.0,22.95,24.9,45.9,61.4,66.8,63.8,68.0,174.2,89.8,13.5,19.9,13.25,3.95,7.6,1.05,1.5,2
Davidson,2019,6.8,6.8,,1,115.5,115.5,115.5,4.8,4.8,4.8,25.3,25.3,25.3,53.6,53.6,60.1,60.1,92.6,92.6,27.5,27.5,16.3,0.3,0.3,2.1,2.1,0
Davidson,2021,7.3,7.3,,1,126.9,126.9,126.9,5.0,5.0,5.0,21.0,21.0,21.0,65.5,65.5,68.7,68.7,75.0,75.0,16.7,16.7,16.6,1.6,1.6,1.2,1.2,0
Davidson,2022,6.7,7.6,1.27,2,121.9,122.6,121.2,4.9,5.1,9.8,24.85,25.6,49.7,60.2,63.3,63.8,63.8,140.6,74.7,20.35,22.3,13.6,2.3,4.6,1.05,1.5,1
Dayton,2020,9.55,11.9,3.32,2,122.0,122.5,121.5,5.15,5.4,10.3,24.3,26.2,48.6,62.85,67.4,65.5,68.4,158.5,80.3,20.0,25.5,15.7,2.25,4.1,1.65,1.8,0
Dayton,2021,2.9,2.9,,1,108.9,108.9,108.9,4.8,4.8,4.8,26.5,26.5,26.5,54.0,54.0,57.9,57.9,92.9,92.9,28.1,28.1,17.8,0.1,0.1,1.2,1.2,1
Dayton,2023,7.4,7.4,,1,115.6,115.6,115.6,4.7,4.7,4.7,27.0,27.0,27.0,59.7,59.7,62.1,62.1,85.0,85.0,12.1,12.1,15.8,6.5,6.5,1.4,1.4,0
Dayton,2024,11.5,11.5,,1,119.1,119.1,119.1,5.9,5.9,5.9,31.2,31.2,31.2,58.4,58.4,62.6,62.6,80.7,80.7,19.0,19.0,13.7,7.2,7.2,1.8,1.8,0
DePaul,2019,3.9,3.9,,1,115.8,115.8,115.8,4.7,4.7,4.7,23.4,23.4,23.4,53.3,53.3,57.5,57.5,90.3,90.3,11.3,11.3,12.7,1.6,1.6,1.4,1.4,1
DePaul,2022,7.5,7.5,,1,111.2,111.2,111.2,5.4,5.4,5.4,30.3,30.3,30.3,49.0,49.0,53.6,53.6,67.4,67.4,20.3,20.3,11.6,0.2,0.2,2.8,2.8,1
Detroit Mercy,2019,2.7,2.7,,1,107.7,107.7,107.7,5.1,5.1,5.1,35.0,35.0,35.0,50.1,50.1,53.9,53.9,90.5,90.5,24.0,24.0,14.5,0.0,0.0,1.4,1.4,0
Detroit Mercy,2021,1.5,1.5,,1,110.5,110.5,110.5,5.0,5.0,5.0,32.2,32.2,32.2,52.3,52.3,56.6,56.6,95.6,95.6,26.7,26.7,15.6,0.0,0.0,2.2,2.2,0
Detroit Mercy,2022,3.2,3.2,,1,110.9,110.9,110.9,5.5,5.5,5.5,34.7,34.7,34.7,53.1,53.1,56.7,56.7,92.4,92.4,29.8,29.8,16.0,0.1,0.1,1.6,1.6,1
Detroit Mercy,2023,5.2,5.2,,1,115.6,115.6,115.6,6.1,6.1,6.1,35.1,35.1,35.1,52.3,52.3,56.8,56.8,92.5,92.5,22.7,22.7,14.9,0.1,0.1,2.0,2.0,1
Duke,2019,12.95,18.7,8.13,2,118.6,129.2,108.0,6.1,6.8,12.2,29.75,31.3,59.5,60.7,70.8,61.7,70.2,152.8,87.9,19.25,23.5,15.55,3.5,5.8,2.65,3.9,0
Duke,2021,8.9,8.9,,1,129.7,129.7,129.7,5.8,5.8,5.8,21.0,21.0,21.0,64.9,64.9,66.1,66.1,80.7,80.7,8.1,8.1,9.8,2.1,2.1,1.3,1.3,0
Duke,2022,8.83,12.1,2.83,3,123.67,138.6,111.3,4.7,4.8,14.1,22.03,27.2,66.1,60.23,71.8,62.87,72.4,225.7,84.6,15.37,21.7,14.77,4.87,11.3,1.83,2.3,0
Duke,2024,10.1,10.1,,1,114.5,114.5,114.5,4.5,4.5,4.5,27.7,27.7,27.7,55.1,55.1,57.5,57.5,76.0,76.0,18.4,18.4,14.9,5.2,5.2,2.3,2.3,0
Florida,2024,5.8,5.8,,1,127.4,127.4,127.4,5.2,5.2,5.2,20.5,20.5,20.5,49.3,49.3,57.4,57.4,75.5,75.5,24.7,24.7,10.3,0.3,0.3,1.5,1.5,1
Florida Gulf Coast,2022,3.2,3.2,,1,110.6,110.6,110.6,4.7,4.7,4.7,33.5,33.5,33.5,51.0,51.0,56.8,56.8,83.3,83.3,38.1,38.1,19.0,0.1,0.1,1.8,1.8,1
Fresno St,2022,10.0,10.0,,1,109.9,109.9,109.9,5.2,5.2,5.2,33.8,33.8,33.8,51.8,51.8,55.5,55.5,79.3,79.3,23.2,23.2,14.1,4.7,4.7,2.0,2.0,0
Furman,2019,12.8,12.8,,1,127.9,127.9,127.9,5.4,5.4,5.4,25.0,25.0,25.0,61.6,61.6,65.2,65.2,84.3,84.3,25.1,25.1,15.4,3.7,3.7,4.5,4.5,1
Georgia Tech,2021,6.8,7.3,0.71,2,116.15,117.8,114.5,5.05,5.2,10.1,23.2,25.8,46.4,56.8,58.8,59.55,62.3,173.4,90.6,17.35,21.0,13.65,2.75,5.4,3.4,4.5,2
Gonzaga,2019,11.9,15.4,4.95,2,128.0,134.3,121.7,5.3,5.6,10.6,25.2,26.4,50.4,65.05,69.3,66.9,69.9,145.7,75.5,10.7,12.1,12.8,6.6,10.8,2.05,2.3,0
Gonzaga,2021,10.65,10.9,0.35,2,130.25,131.2,129.3,5.85,5.9,11.7,23.6,26.5,47.2,65.35,66.3,67.55,67.7,149.3,79.2,11.7,14.4,11.75,1.95,2.5,1.4,1.5,1
Gonzaga,2022,8.2,8.2,,1,115.8,115.8,115.8,4.8,4.8,4.8,29.6,29.6,29.6,59.6,59.6,61.6,61.6,70.0,70.0,17.6,17.6,16.1,2.7,2.7,0.5,0.5,0
Gonzaga,2023,8.7,8.7,,1,119.7,119.7,119.7,5.9,5.9,5.9,30.5,30.5,30.5,61.6,61.6,62.5,62.5,79.6,79.6,19.3,19.3,15.1,3.3,3.3,1.0,1.0,1
Gonzaga,2024,9.2,9.2,,1,125.5,125.5,125.5,4.5,4.5,4.5,20.9,20.9,20.9,60.2,60.2,61.5,61.5,79.5,79.5,13.4,13.4,12.0,2.1,2.1,2.8,2.8,1
Hampton,2020,0.0,0.0,,1,105.7,105.7,105.7,4.7,4.7,4.7,34.6,34.6,34.6,45.0,45.0,51.3,51.3,77.6,77.6,37.6,37.6,12.9,0.2,0.2,1.6,1.6,1
Hofstra,2019,6.0,6.0,,1,120.7,120.7,120.7,6.1,6.1,6.1,31.5,31.5,31.5,59.6,59.6,63.7,63.7,92.8,92.8,17.6,17.6,13.2,0.6,0.6,1.4,1.4,1
Hofstra,2020,5.9,5.9,,1,115.4,115.4,115.4,4.8,4.8,4.8,26.4,26.4,26.4,53.3,53.3,58.0,58.0,94.1,94.1,31.8,31.8,17.2,0.3,0.3,3.2,3.2,1
Houston,2019,8.8,8.8,,1,120.9,120.9,120.9,4.9,4.9,4.9,23.1,23.1,23.1,53.5,53.5,57.9,57.9,82.4,82.4,17.0,17.0,11.4,0.3,0.3,1.9,1.9,1
Houston,2021,10.0,10.0,,1,118.2,118.2,118.2,5.3,5.3,5.3,25.3,25.3,25.3,52.3,52.3,55.8,55.8,79.4,79.4,12.6,12.6,13.5,1.2,1.2,2.6,2.6,0
Houston,2023,11.0,11.0,,1,123.5,123.5,123.5,5.1,5.1,5.1,24.9,24.9,24.9,54.9,54.9,59.8,59.8,74.9,74.9,19.6,19.6,12.9,0.7,0.7,3.2,3.2,1
Houston,2024,8.2,8.2,,1,120.8,120.8,120.8,4.6,4.6,4.6,22.0,22.0,22.0,52.6,52.6,55.1,55.1,79.3,79.3,12.1,12.1,8.4,0.5,0.5,2.1,2.1,1
Idaho,2023,4.9,4.9,,1,118.7,118.7,118.7,4.6,4.6,4.6,28.7,28.7,28.7,62.5,62.5,64.5,64.5,77.9,77.9,14.6,14.6,13.5,3.8,3.8,1.2,1.2,0
Illinois,2021,8.2,8.3,0.14,2,114.35,117.9,110.8,5.15,5.5,10.3,28.4,29.4,56.8,59.0,65.4,60.15,63.7,145.1,78.4,15.25,29.2,15.6,2.7,4.8,1.25,1.8,0
Illinois,2022,8.0,8.0,,1,114.7,114.7,114.7,5.4,5.4,5.4,30.7,30.7,30.7,59.3,59.3,61.3,61.3,64.5,64.5,6.7,6.7,14.6,3.0,3.0,1.6,1.6,0
Illinois,2024,10.6,10.6,,1,124.8,124.8,124.8,6.6,6.6,6.6,27.9,27.9,27.9,55.9,55.9,62.1,62.1,70.6,70.6,13.2,13.2,12.1,2.3,2.3,1.7,1.7,1
Indiana,2021,7.1,7.1,,1,107.3,107.3,107.3,5.0,5.0,5.0,29.3,29.3,29.3,51.7,51.7,55.8,55.8,83.0,83.0,10.8,10.8,12.8,4.8,4.8,1.3,1.3,0
Indiana,2022,10.8,10.8,,1,117.8,117.8,117.8,5.2,5.2,5.2,26.2,26.2,26.2,58.9,58.9,61.3,61.3,79.8,79.8,13.9,13.9,11.7,8.4,8.4,1.1,1.1,0
Indiana,2023,14.7,14.7,,1,118.5,118.5,118.5,6.4,6.4,6.4,30.1,30.1,30.1,58.2,58.2,60.9,60.9,78.7,78.7,24.8,24.8,14.3,9.0,9.0,1.4,1.4,0
Indiana St,2021,6.2,6.2,,1,114.2,114.2,114.2,4.6,4.6,4.6,25.7,25.7,25.7,53.1,53.1,59.0,59.0,78.3,78.3,14.7,14.7,12.2,1.1,1.1,1.9,1.9,1
Indiana St,2024,8.6,8.6,,1,127.0,127.0,127.0,5.2,5.2,5.2,25.2,25.2,25.2,60.9,60.9,64.8,64.8,75.6,75.6,24.4,24.4,12.8,2.0,2.0,1.2,1.2,0
